Type,Datum,Tagesertrag,Einsparung,Netzeinspeisung,Eigenverbrauch Elektrolyseur,Eigenverbrauch Batterie,Produktionsrate,Wassernutzung,Energieverbrauch,EL-Tank,EL-Tank2,SoC,Leistung,Reichweite Elektroautos
PV-Anlage,20.03.2024 00:00:00,44.22,1897,40.03,2.47,1.72,1036.79,3025.34,76.18,22,290,48,-1617.96,498.38
PV-Anlage,20.03.2024 01:00:00,64.87,1898,38.38,3.53,22.96,1089.01,1071.71,68.22,63,424,23,-980.85,135.84
PV-Anlage,20.03.2024 02:00:00,71.24,1899,44.53,0.17,26.54,1514.51,3552.0,76.42,98,418,47,258.38,191.92
PV-Anlage,20.03.2024 03:00:00,77.0,1900,75.41,0.33,1.26,1952.03,2997.89,52.41,90,421,89,1743.61,459.75
PV-Anlage,20.03.2024 04:00:00,64.28,1901,58.91,2.38,2.99,1423.84,69.92,9.49,41,987,7,1521.91,372.13
PV-Anlage,20.03.2024 05:00:00,35.95,1902,28.22,5.42,2.31,1131.33,1680.79,98.21,12,917,71,-1438.61,308.31
PV-Anlage,20.03.2024 06:00:00,72.3,1903,5.55,16.4,50.35,1860.01,506.88,92.35,63,249,14,-545.92,61.06
PV-Anlage,20.03.2024 07:00:00,35.23,1904,3.51,28.8,2.92,1168.47,1115.43,35.37,4,186,10,1770.2,283.59
PV-Anlage,20.03.2024 08:00:00,79.24,1905,17.01,48.53,13.7,594.98,3723.95,48.68,80,65,54,938.52,216.65
PV-Anlage,20.03.2024 09:00:00,55.45,1906,8.51,33.45,13.49,693.23,3310.15,20.84,29,169,29,-876.2,122.23
PV-Anlage,20.03.2024 10:00:00,78.46,1907,30.78,21.67,26.01,1206.53,3436.07,71.64,15,65,20,-469.09,54.09
PV-Anlage,20.03.2024 11:00:00,9.03,1908,8.49,0.23,0.31,1110.6,2644.97,48.29,100,202,85,-1921.55,66.27
PV-Anlage,20.03.2024 12:00:00,7.45,1909,4.97,0.74,1.74,1469.11,1426.34,56.43,92,718,1,1276.99,307.02
PV-Anlage,20.03.2024 13:00:00,79.96,1910,43.54,22.09,14.33,1483.76,657.88,45.82,51,882,16,1328.29,370.09
PV-Anlage,20.03.2024 14:00:00,52.94,1911,1.86,19.74,31.34,1185.24,2843.72,89.13,0,236,7,1646.1,80.87
PV-Anlage,20.03.2024 15:00:00,55.31,1912,48.44,5.42,1.45,661.13,3824.47,58.0,54,889,71,1202.53,409.27
PV-Anlage,20.03.2024 16:00:00,39.26,1913,19.5,3.18,16.58,1254.0,3353.19,39.87,84,852,13,-143.41,291.53
PV-Anlage,20.03.2024 17:00:00,89.01,1914,10.97,76.92,1.12,1638.38,266.4,9.11,26,816,4,-650.23,137.99
PV-Anlage,20.03.2024 18:00:00,8.79,1915,7.68,0.15,0.96,1526.96,2140.77,50.78,84,940,33,-342.27,61.97
PV-Anlage,20.03.2024 19:00:00,41.14,1916,17.99,19.44,3.71,439.49,45.12,98.47,68,915,77,1056.44,195.74
PV-Anlage,20.03.2024 20:00:00,92.43,1917,50.45,3.32,38.66,1145.19,658.42,39.89,8,265,72,1291.0,443.47
PV-Anlage,20.03.2024 21:00:00,0.76,1918,0.32,0.41,0.03,1446.44,3560.33,95.86,29,978,40,510.33,199.56
PV-Anlage,20.03.2024 22:00:00,11.16,1919,5.07,4.62,1.47,372.92,322.36,54.69,25,306,70,930.22,473.54
PV-Anlage,20.03.2024 23:00:00,44.44,1920,9.61,33.36,1.47,1350.79,84.07,78.17,63,714,27,-1407.09,413.87
PV-Anlage,21.03.2024 00:00:00,98.51,1921,5.28,88.66,4.57,421.62,3910.09,31.66,60,322,19,-1945.63,312.9
PV-Anlage,21.03.2024 01:00:00,1.06,1922,0.0,0.4,0.66,1046.83,1946.28,20.3,80,615,38,-1685.04,450.14
PV-Anlage,21.03.2024 02:00:00,97.84,1923,10.32,10.72,76.8,892.92,641.48,86.13,71,710,75,1397.96,414.73
PV-Anlage,21.03.2024 03:00:00,53.65,1924,51.13,2.26,0.26,1005.14,2353.1,24.68,30,9,87,-1496.17,455.3
PV-Anlage,21.03.2024 04:00:00,28.77,1925,24.44,4.14,0.19,478.49,3828.22,22.64,96,921,70,1643.99,412.1
PV-Anlage,21.03.2024 05:00:00,11.62,1926,5.62,5.84,0.16,812.19,7.94,1.15,65,867,79,1934.02,59.72
PV-Anlage,21.03.2024 06:00:00,64.24,1927,20.08,24.83,19.33,1058.86,202.64,61.33,21,199,42,-828.72,274.51
PV-Anlage,21.03.2024 07:00:00,43.06,1928,0.87,36.82,5.37,258.11,3468.49,88.38,97,148,85,156.37,93.59
PV-Anlage,21.03.2024 08:00:00,26.32,1929,15.18,8.87,2.27,5.32,859.99,22.14,98,703,100,-324.8,369.46
PV-Anlage,21.03.2024 09:00:00,66.75,1930,19.02,9.4,38.33,1730.34,201.48,74.75,30,741,29,498.51,446.33
PV-Anlage,21.03.2024 10:00:00,43.93,1931,16.11,5.47,22.35,67.87,1644.9,86.06,67,12,11,1606.72,189.97
PV-Anlage,21.03.2024 11:00:00,50.48,1932,34.9,3.82,11.76,406.17,709.87,30.85,94,581,16,-1869.23,454.43
PV-Anlage,21.03.2024 12:00:00,38.78,1933,17.42,13.39,7.97,732.22,3981.63,96.12,23,96,27,1651.69,401.09
PV-Anlage,21.03.2024 13:00:00,3.0,1934,2.11,0.52,0.37,1097.51,419.39,96.01,64,606,92,965.09,158.41
PV-Anlage,21.03.2024 14:00:00,3.03,1935,2.07,0.43,0.53,1860.85,2367.11,66.81,60,216,57,-1578.84,135.16
PV-Anlage,21.03.2024 15:00:00,12.71,1936,5.7,3.01,4.0,962.3,3819.69,77.17,32,233,88,-1996.26,142.04
PV-Anlage,21.03.2024 16:00:00,30.4,1937,5.79,20.07,4.54,1134.72,3720.9,37.67,51,224,7,-18.74,227.62
PV-Anlage,21.03.2024 17:00:00,34.76,1938,13.88,13.39,7.49,1367.5,443.01,20.36,29,155,8,-81.24,494.95
PV-Anlage,21.03.2024 18:00:00,68.32,1939,52.47,0.46,15.39,154.28,3236.76,46.16,62,476,52,-877.94,427.3
PV-Anlage,21.03.2024 19:00:00,65.53,1940,14.88,17.28,33.37,232.55,3149.81,47.28,93,882,71,1835.73,440.11
PV-Anlage,21.03.2024 20:00:00,36.24,1941,32.34,2.8,1.1,155.33,2794.45,54.07,70,597,98,1271.68,140.82
PV-Anlage,21.03.2024 21:00:00,90.46,1942,33.33,16.36,40.77,188.97,422.63,59.97,74,171,43,951.05,457.61
PV-Anlage,21.03.2024 22:00:00,46.64,1943,45.03,0.84,0.77,36.51,610.08,94.99,74,393,53,-640.35,438.19
PV-Anlage,21.03.2024 23:00:00,35.2,1944,4.66,2.41,28.13,1275.38,3455.66,9.61,16,867,95,444.84,409.98
PV-Anlage,22.03.2024 00:00:00,62.55,1945,50.0,10.65,1.9,1216.27,407.07,7.21,46,526,19,-1366.6,169.91
PV-Anlage,22.03.2024 01:00:00,28.66,1946,11.6,6.66,10.4,1090.25,2980.61,89.69,5,692,51,408.22,141.63
PV-Anlage,22.03.2024 02:00:00,97.07,1947,13.53,45.13,38.41,1475.26,3804.12,33.48,52,791,81,940.21,488.75
PV-Anlage,22.03.2024 03:00:00,7.8,1948,7.57,0.08,0.15,1752.9,2251.64,55.36,57,961,31,-1131.76,456.65
PV-Anlage,22.03.2024 04:00:00,16.4,1949,7.36,2.35,6.69,1092.82,57.17,11.89,15,401,12,-382.73,246.72
PV-Anlage,22.03.2024 05:00:00,71.55,1950,1.17,50.02,20.36,390.35,403.76,14.0,93,705,33,-1842.98,348.98
PV-Anlage,22.03.2024 06:00:00,20.86,1951,16.19,4.36,0.31,178.92,2459.51,52.55,75,27,8,-639.87,178.51
PV-Anlage,22.03.2024 07:00:00,18.62,1952,17.66,0.95,0.01,1687.24,3272.03,48.84,63,984,58,423.83,263.03
PV-Anlage,22.03.2024 08:00:00,18.06,1953,5.16,1.56,11.34,811.08,1544.29,1.88,82,872,36,-967.53,368.67
PV-Anlage,22.03.2024 09:00:00,70.3,1954,47.71,2.5,20.09,146.01,1011.99,75.59,6,30,34,-287.13,371.0
PV-Anlage,22.03.2024 10:00:00,64.42,1955,11.72,45.82,6.88,675.55,1719.97,94.23,77,480,11,1937.52,224.98
PV-Anlage,22.03.2024 11:00:00,48.69,1956,34.98,0.28,13.43,462.96,1165.57,71.55,82,596,77,816.35,210.24
PV-Anlage,22.03.2024 12:00:00,47.32,1957,35.75,4.87,6.7,436.8,1831.66,38.25,21,750,7,-1949.66,96.41
PV-Anlage,22.03.2024 13:00:00,58.57,1958,35.81,17.0,5.76,142.79,495.99,17.95,12,468,61,1198.82,464.88
PV-Anlage,22.03.2024 14:00:00,24.07,1959,17.89,4.14,2.04,200.16,471.99,5.11,62,42,20,-1179.62,72.45
PV-Anlage,22.03.2024 15:00:00,10.57,1960,1.37,1.49,7.71,961.62,3097.32,95.03,20,18,24,-317.42,488.65
PV-Anlage,22.03.2024 16:00:00,37.84,1961,16.63,5.18,16.03,1202.63,297.79,64.48,12,374,62,1176.86,385.86
PV-Anlage,22.03.2024 17:00:00,74.7,1962,59.8,2.91,11.99,1318.3,856.27,21.52,14,272,2,455.23,187.5
PV-Anlage,22.03.2024 18:00:00,18.89,1963,5.49,6.18,7.22,29.66,57.98,70.63,26,952,81,-1326.96,285.48
PV-Anlage,22.03.2024 19:00:00,68.71,1964,60.46,0.55,7.7,826.39,1938.47,90.91,17,935,17,-250.54,286.03
PV-Anlage,22.03.2024 20:00:00,21.41,1965,13.28,2.63,5.5,248.68,3818.67,45.59,69,873,99,-1931.81,472.67
PV-Anlage,22.03.2024 21:00:00,24.62,1966,4.82,7.24,12.56,1610.84,3247.69,94.12,17,937,36,1382.55,231.15
PV-Anlage,22.03.2024 22:00:00,91.46,1967,78.37,2.53,10.56,246.58,3205.28,73.33,68,305,22,24.51,291.95
PV-Anlage,22.03.2024 23:00:00,22.65,1968,7.37,4.05,11.23,783.46,3081.27,77.39,46,363,63,223.91,255.37
PV-Anlage,23.03.2024 00:00:00,95.51,1969,6.13,50.85,38.53,1650.9,2547.49,12.06,52,995,79,899.48,102.25
PV-Anlage,23.03.2024 01:00:00,81.89,1970,4.12,26.36,51.41,1087.27,2224.55,38.88,21,965,25,-405.97,107.28
PV-Anlage,23.03.2024 02:00:00,88.19,1971,85.43,0.86,1.9,27.63,3455.69,37.89,68,322,25,841.49,279.03
PV-Anlage,23.03.2024 03:00:00,84.1,1972,63.95,11.69,8.46,971.66,2123.26,4.77,92,843,18,-169.45,143.3
PV-Anlage,23.03.2024 04:00:00,72.92,1973,15.9,5.05,51.97,60.73,3256.43,56.51,85,394,13,-1228.28,161.69
PV-Anlage,23.03.2024 05:00:00,26.52,1974,4.5,10.49,11.53,1119.1,3530.5,65.12,61,33,87,1069.51,491.44
PV-Anlage,23.03.2024 06:00:00,53.46,1975,9.62,5.35,38.49,1141.8,462.76,45.86,21,467,86,-1927.62,430.53
PV-Anlage,23.03.2024 07:00:00,55.73,1976,32.99,0.33,22.41,1564.73,2442.89,83.23,86,964,18,105.93,409.8
PV-Anlage,23.03.2024 08:00:00,36.66,1977,34.71,1.82,0.13,260.36,2759.39,28.76,5,782,71,733.88,478.64
PV-Anlage,23.03.2024 09:00:00,84.23,1978,59.21,6.89,18.13,89.26,3930.01,71.13,77,584,40,-434.66,395.52
PV-Anlage,23.03.2024 10:00:00,19.09,1979,12.88,3.55,2.66,1720.54,147.0,92.25,27,54,51,914.22,221.71
PV-Anlage,23.03.2024 11:00:00,93.42,1980,5.1,47.51,40.81,291.48,1142.02,96.07,87,762,54,845.54,353.92
PV-Anlage,23.03.2024 12:00:00,17.89,1981,7.73,5.36,4.8,1170.55,70.52,18.36,14,536,28,305.02,474.49
PV-Anlage,23.03.2024 13:00:00,64.15,1982,35.41,24.87,3.87,609.71,1316.89,48.46,38,753,84,1449.6,71.94
PV-Anlage,23.03.2024 14:00:00,91.18,1983,59.94,9.3,21.94,1667.95,883.56,23.4,2,789,52,-1874.18,129.38
PV-Anlage,23.03.2024 15:00:00,56.59,1984,22.17,18.89,15.53,563.62,2149.32,62.93,96,764,13,-1031.15,235.66
PV-Anlage,23.03.2024 16:00:00,39.17,1985,19.43,17.36,2.38,833.13,2269.19,78.88,15,890,68,-1133.34,468.2
PV-Anlage,23.03.2024 17:00:00,6.35,1986,3.2,1.98,1.17,524.46,2190.95,86.15,13,99,88,1450.3,300.88
PV-Anlage,23.03.2024 18:00:00,27.18,1987,8.97,4.7,13.51,1359.47,353.44,94.82,64,536,88,1605.37,188.93
PV-Anlage,23.03.2024 19:00:00,97.47,1988,23.74,45.58,28.15,1988.97,3493.82,19.97,3,270,17,1731.05,64.42
PV-Anlage,23.03.2024 20:00:00,7.98,1989,4.29,2.86,0.83,1724.37,2747.47,43.3,67,638,92,275.66,129.24
PV-Anlage,23.03.2024 21:00:00,79.85,1990,17.1,35.28,27.47,1406.71,2811.46,2.36,6,377,65,-1103.33,223.31
PV-Anlage,23.03.2024 22:00:00,44.32,1991,30.59,8.61,5.12,1306.74,3102.92,85.6,91,109,61,-1482.14,376.53
PV-Anlage,23.03.2024 23:00:00,30.47,1992,6.47,10.5,13.5,289.05,2560.98,18.13,98,292,65,-921.47,130.93
PV-Anlage,24.03.2024 00:00:00,31.4,1993,27.65,3.23,0.52,1121.62,1193.42,19.62,49,203,8,-322.1,268.86
PV-Anlage,24.03.2024 01:00:00,12.56,1994,0.25,12.15,0.16,386.1,3400.9,9.65,10,985,45,997.31,287.11
PV-Anlage,24.03.2024 02:00:00,29.41,1995,16.38,12.53,0.5,866.68,1511.67,55.33,71,85,47,-1950.33,356.94
PV-Anlage,24.03.2024 03:00:00,65.34,1996,47.72,5.47,12.15,794.76,2316.31,57.7,4,868,62,305.72,419.58
PV-Anlage,24.03.2024 04:00:00,22.88,1997,0.45,1.47,20.96,892.2,3648.03,92.68,90,349,75,-1305.71,56.45
PV-Anlage,24.03.2024 05:00:00,13.1,1998,1.71,1.35,10.04,1930.16,642.85,56.33,31,446,10,596.35,146.93
PV-Anlage,24.03.2024 06:00:00,21.26,1999,9.05,3.22,8.99,187.89,1305.94,77.8,3,423,70,80.08,431.06
PV-Anlage,24.03.2024 07:00:00,63.75,2000,44.01,17.75,1.99,1753.09,760.07,60.6,49,703,37,1491.68,316.57
PV-Anlage,24.03.2024 08:00:00,39.74,2001,7.42,14.43,17.89,957.69,2534.06,78.52,74,950,66,929.11,367.58
PV-Anlage,24.03.2024 09:00:00,53.55,2002,43.43,4.65,5.47,153.91,1403.5,57.07,72,212,80,-530.86,340.61
PV-Anlage,24.03.2024 10:00:00,34.45,2003,9.47,3.91,21.07,1816.38,76.17,6.05,39,103,72,-11.4,110.17
PV-Anlage,24.03.2024 11:00:00,6.58,2004,4.5,1.18,0.9,377.97,77.36,87.29,62,358,95,765.83,227.88
PV-Anlage,24.03.2024 12:00:00,5.31,2005,1.43,1.91,1.97,1689.95,543.29,99.44,6,567,5,-467.38,462.7
PV-Anlage,24.03.2024 13:00:00,14.0,2006,1.03,4.23,8.74,344.02,3910.5,66.54,7,658,23,-1158.23,296.33
PV-Anlage,24.03.2024 14:00:00,74.23,2007,73.78,0.06,0.39,764.49,485.61,42.52,2,491,92,1440.51,295.6
PV-Anlage,24.03.2024 15:00:00,36.74,2008,24.47,3.63,8.64,792.84,1043.67,1.48,78,258,19,1511.46,203.03
PV-Anlage,24.03.2024 16:00:00,91.99,2009,29.43,59.89,2.67,229.57,841.68,1.16,37,104,83,1990.18,252.98
PV-Anlage,24.03.2024 17:00:00,12.44,2010,9.69,2.1,0.65,1627.58,3509.92,25.29,39,726,2,-1044.82,364.68
PV-Anlage,24.03.2024 18:00:00,78.08,2011,45.22,28.37,4.49,142.23,314.0,25.28,76,971,49,531.24,290.5
PV-Anlage,24.03.2024 19:00:00,16.72,2012,14.58,1.0,1.14,1852.1,3109.0,39.02,39,229,35,-57.48,495.67
PV-Anlage,24.03.2024 20:00:00,87.71,2013,41.03,9.21,37.47,1375.4,2752.06,34.45,21,695,59,-1497.87,89.77
PV-Anlage,24.03.2024 21:00:00,89.71,2014,4.14,39.35,46.22,1455.29,3395.14,57.61,99,684,62,-1968.32,484.33
PV-Anlage,24.03.2024 22:00:00,25.86,2015,17.63,2.09,6.14,1497.07,3009.43,86.47,10,606,7,591.26,132.51
PV-Anlage,24.03.2024 23:00:00,91.38,2016,86.63,4.54,0.21,556.41,3749.24,55.96,61,151,29,1015.42,259.99
PV-Anlage,25.03.2024 00:00:00,67.62,2017,64.87,2.38,0.37,1014.62,70.11,90.18,49,54,87,-1947.18,471.32
PV-Anlage,25.03.2024 01:00:00,43.79,2018,8.96,23.34,11.49,1093.46,1810.3,75.87,19,226,54,-288.32,318.84
PV-Anlage,25.03.2024 02:00:00,49.39,2019,38.6,8.22,2.57,1445.74,506.64,88.01,77,796,39,-23.99,219.67
PV-Anlage,25.03.2024 03:00:00,99.93,2020,90.55,3.59,5.79,913.86,2855.6,4.75,65,219,69,-1554.33,497.08
PV-Anlage,25.03.2024 04:00:00,0.66,2021,0.27,0.28,0.11,1445.18,1907.69,38.05,48,678,74,1939.21,133.01
PV-Anlage,25.03.2024 05:00:00,36.49,2022,20.76,2.51,13.22,332.15,2719.01,60.32,87,530,13,-588.15,354.37
PV-Anlage,25.03.2024 06:00:00,92.09,2023,25.41,39.58,27.1,660.62,947.76,2.35,85,823,50,654.6,129.84
PV-Anlage,25.03.2024 07:00:00,55.37,2024,30.19,0.91,24.27,1617.42,235.14,72.44,11,357,96,-243.14,121.62
PV-Anlage,25.03.2024 08:00:00,40.64,2025,26.75,10.77,3.12,1304.24,1997.13,28.29,55,386,9,1604.75,166.5
PV-Anlage,25.03.2024 09:00:00,86.2,2026,29.94,35.53,20.73,526.04,2283.68,48.75,53,956,66,-1389.98,313.73
PV-Anlage,25.03.2024 10:00:00,65.75,2027,45.61,4.48,15.66,424.38,3451.89,50.82,94,486,43,1733.15,361.13
PV-Anlage,25.03.2024 11:00:00,26.71,2028,7.07,14.31,5.33,1678.56,857.63,27.45,49,510,92,657.46,331.71
PV-Anlage,25.03.2024 12:00:00,84.02,2029,43.71,37.31,3.0,319.28,3717.49,41.19,71,879,94,1108.36,204.64
PV-Anlage,25.03.2024 13:00:00,32.55,2030,31.9,0.51,0.14,356.8,521.59,73.62,78,237,64,-1525.48,311.01
PV-Anlage,25.03.2024 14:00:00,83.57,2031,79.57,2.24,1.76,1903.17,2438.89,53.14,32,923,77,1440.65,55.01
PV-Anlage,25.03.2024 15:00:00,11.63,2032,6.2,0.29,5.14,647.37,1089.61,77.37,50,738,90,-383.28,62.82
PV-Anlage,25.03.2024 16:00:00,1.75,2033,0.58,0.44,0.73,1409.53,3578.95,22.47,39,505,22,666.32,73.35
PV-Anlage,25.03.2024 17:00:00,39.61,2034,19.52,17.36,2.73,1459.41,507.87,65.77,8,68,54,-1030.97,403.13
PV-Anlage,25.03.2024 18:00:00,90.22,2035,26.21,38.92,25.09,250.92,735.0,26.45,52,665,49,-265.42,100.21
PV-Anlage,25.03.2024 19:00:00,40.67,2036,0.43,26.84,13.4,207.02,1278.12,27.89,0,844,10,1375.77,257.79
PV-Anlage,25.03.2024 20:00:00,87.71,2037,10.37,16.74,60.6,1353.96,3183.87,51.83,95,353,61,1712.36,148.66
PV-Anlage,25.03.2024 21:00:00,80.16,2038,66.59,10.97,2.6,1173.99,198.81,0.48,80,713,48,1383.14,491.0
PV-Anlage,25.03.2024 22:00:00,73.16,2039,73.01,0.04,0.11,1717.33,1537.48,84.21,45,735,80,1587.14,286.43
PV-Anlage,25.03.2024 23:00:00,94.89,2040,15.73,24.15,55.01,1141.34,3173.06,7.53,95,294,71,1094.63,77.74
PV-Anlage,26.03.2024 00:00:00,37.56,2041,30.68,6.08,0.8,113.75,2560.52,60.4,37,48,75,-367.54,263.0
PV-Anlage,26.03.2024 01:00:00,64.72,2042,31.23,6.31,27.18,1839.6,354.67,62.54,84,74,72,1700.65,168.36
PV-Anlage,26.03.2024 02:00:00,41.29,2043,39.5,1.33,0.46,1878.86,205.97,95.43,82,679,26,1055.82,484.72
PV-Anlage,26.03.2024 03:00:00,56.23,2044,15.73,3.78,36.72,1145.05,2441.29,39.22,81,259,27,-1572.94,371.09
PV-Anlage,26.03.2024 04:00:00,57.48,2045,41.93,14.11,1.44,1869.58,2817.47,96.3,24,924,82,-648.41,277.01
PV-Anlage,26.03.2024 05:00:00,34.41,2046,7.37,6.42,20.62,1690.05,709.55,59.02,49,783,47,630.38,57.8
PV-Anlage,26.03.2024 06:00:00,18.01,2047,13.92,0.39,3.7,483.75,3914.97,33.55,11,330,61,1377.38,484.7
PV-Anlage,26.03.2024 07:00:00,60.88,2048,15.99,3.63,41.26,93.22,1529.16,27.57,2,797,15,-1836.12,342.11
PV-Anlage,26.03.2024 08:00:00,79.66,2049,65.39,13.32,0.95,1460.94,3640.01,62.9,92,129,25,950.08,124.61
PV-Anlage,26.03.2024 09:00:00,37.2,2050,1.52,27.59,8.09,1059.06,3187.34,2.85,87,15,82,1529.46,470.28
PV-Anlage,26.03.2024 10:00:00,91.09,2051,38.22,47.17,5.7,790.37,1117.77,82.68,50,958,99,1885.22,284.87
PV-Anlage,26.03.2024 11:00:00,89.99,2052,23.0,24.09,42.9,334.42,1971.51,47.8,88,931,12,338.27,175.82
PV-Anlage,26.03.2024 12:00:00,77.66,2053,4.24,36.58,36.84,341.66,1918.47,57.9,4,910,3,1654.3,392.9
PV-Anlage,26.03.2024 13:00:00,94.07,2054,39.99,27.49,26.59,1403.49,3962.55,20.22,99,446,82,-1896.55,221.12
PV-Anlage,26.03.2024 14:00:00,20.43,2055,8.56,9.15,2.72,577.38,1191.9,28.94,32,533,43,1643.05,475.83
PV-Anlage,26.03.2024 15:00:00,95.24,2056,19.8,1.49,73.95,1174.75,489.86,9.04,96,304,61,1700.91,247.27
PV-Anlage,26.03.2024 16:00:00,66.05,2057,22.64,22.92,20.49,1040.73,2184.97,54.53,79,111,100,-5.58,384.06
PV-Anlage,26.03.2024 17:00:00,15.69,2058,4.21,1.19,10.29,703.31,3072.17,58.27,12,579,87,108.61,237.75
PV-Anlage,26.03.2024 18:00:00,31.18,2059,25.08,5.98,0.12,635.86,2376.2,38.4,21,616,94,1450.81,173.39
PV-Anlage,26.03.2024 19:00:00,55.46,2060,37.7,4.66,13.1,1203.53,1456.5,95.6,16,877,35,-148.02,382.02
PV-Anlage,26.03.2024 20:00:00,85.48,2061,15.44,18.38,51.66,1688.67,492.13,49.76,25,17,77,-685.65,418.09
PV-Anlage,26.03.2024 21:00:00,43.71,2062,23.29,1.97,18.45,1783.71,1261.25,67.44,61,540,24,1547.45,489.59
PV-Anlage,26.03.2024 22:00:00,80.3,2063,68.74,4.13,7.43,1338.63,444.6,77.88,9,278,45,-1834.3,172.25
PV-Anlage,26.03.2024 23:00:00,37.78,2064,6.25,11.89,19.64,1618.18,2097.19,54.59,68,696,62,-1270.05,299.74
PV-Anlage,27.03.2024 00:00:00,77.22,2065,24.97,36.85,15.4,199.13,3746.93,64.67,1,733,45,-1853.58,266.07
PV-Anlage,27.03.2024 01:00:00,50.01,2066,4.64,4.01,41.36,975.28,3681.97,45.41,83,554,57,1840.06,243.93
PV-Anlage,27.03.2024 02:00:00,55.02,2067,4.96,5.37,44.69,1356.92,1029.36,35.22,96,404,67,52.65,347.25
PV-Anlage,27.03.2024 03:00:00,72.93,2068,2.42,5.42,65.09,1488.61,1988.38,10.01,88,503,30,1380.75,438.72
PV-Anlage,27.03.2024 04:00:00,5.01,2069,3.06,0.96,0.99,1445.86,1996.87,56.85,37,716,2,1952.21,467.66
PV-Anlage,27.03.2024 05:00:00,20.85,2070,3.15,5.59,12.11,1510.79,1605.34,82.56,29,207,77,-1271.21,403.48
PV-Anlage,27.03.2024 06:00:00,60.09,2071,29.61,23.06,7.42,661.91,2151.91,49.98,57,143,35,-1052.97,277.19
PV-Anlage,27.03.2024 07:00:00,27.88,2072,20.78,4.14,2.96,992.78,542.07,20.86,6,502,66,-560.38,53.95
PV-Anlage,27.03.2024 08:00:00,58.91,2073,40.38,18.38,0.15,1148.36,3523.55,59.08,13,984,32,-1903.18,441.59
PV-Anlage,27.03.2024 09:00:00,80.85,2074,58.54,6.98,15.33,1069.36,431.55,39.45,5,5,9,-10.6,497.46
PV-Anlage,27.03.2024 10:00:00,43.59,2075,39.19,4.38,0.02,1994.52,1253.46,9.32,15,673,19,-1372.89,103.74
PV-Anlage,27.03.2024 11:00:00,48.52,2076,11.66,22.54,14.32,690.57,1061.91,81.96,20,845,43,-853.06,256.75
PV-Anlage,27.03.2024 12:00:00,29.37,2077,4.48,4.76,20.13,1759.08,2927.73,70.57,61,243,52,1397.15,408.95
PV-Anlage,27.03.2024 13:00:00,44.69,2078,40.61,1.54,2.54,1913.03,3981.85,6.37,15,847,7,-1861.99,428.59
PV-Anlage,27.03.2024 14:00:00,42.92,2079,3.69,33.55,5.68,1333.09,3562.95,54.6,65,909,48,-1998.1,142.59
PV-Anlage,27.03.2024 15:00:00,10.18,2080,7.05,3.09,0.04,1875.78,3743.54,66.94,6,317,32,1339.94,301.56
PV-Anlage,27.03.2024 16:00:00,29.97,2081,4.59,12.47,12.91,1108.26,202.11,57.34,64,882,63,-201.49,260.16
PV-Anlage,27.03.2024 17:00:00,87.39,2082,41.37,43.04,2.98,1973.87,218.53,28.82,97,703,68,-340.67,389.21
PV-Anlage,27.03.2024 18:00:00,62.72,2083,51.44,1.92,9.36,1891.57,3021.97,42.85,76,155,55,1180.94,341.69
PV-Anlage,27.03.2024 19:00:00,55.85,2084,15.33,40.01,0.51,1758.33,3091.88,2.45,47,645,14,-1546.06,497.27
PV-Anlage,27.03.2024 20:00:00,96.71,2085,82.02,3.21,11.48,1206.37,2008.29,59.47,95,776,41,1299.25,276.16
PV-Anlage,27.03.2024 21:00:00,72.18,2086,65.99,1.14,5.05,208.63,1689.4,90.85,13,201,17,78.67,207.1
PV-Anlage,27.03.2024 22:00:00,7.81,2087,5.54,2.03,0.24,972.22,2453.01,32.38,89,230,19,-1153.04,78.72
PV-Anlage,27.03.2024 23:00:00,47.46,2088,36.8,4.48,6.18,1407.02,1276.13,28.76,92,233,92,322.11,89.11
PV-Anlage,28.03.2024 00:00:00,21.34,2089,5.39,12.57,3.38,815.42,2773.45,34.32,63,294,31,1452.39,209.86
PV-Anlage,28.03.2024 01:00:00,14.84,2090,0.29,10.75,3.8,1454.8,1331.44,33.44,9,182,17,-739.03,302.03
PV-Anlage,28.03.2024 02:00:00,18.61,2091,2.86,10.8,4.95,579.95,1849.69,29.95,47,754,21,68.83,308.23
PV-Anlage,28.03.2024 03:00:00,49.9,2092,6.13,19.37,24.4,668.02,1934.05,13.65,9,59,52,-517.96,480.58
PV-Anlage,28.03.2024 04:00:00,74.45,2093,53.56,3.99,16.9,1887.5,2355.65,4.14,76,886,87,-1861.32,350.07
PV-Anlage,28.03.2024 05:00:00,28.1,2094,5.74,2.21,20.15,903.21,3044.93,61.96,17,716,79,-1761.94,104.52
PV-Anlage,28.03.2024 06:00:00,41.22,2095,38.47,2.3,0.45,677.5,1466.68,47.24,16,876,83,1871.24,168.43
PV-Anlage,28.03.2024 07:00:00,60.37,2096,24.19,19.01,17.17,1835.85,3037.5,65.78,41,970,47,-367.6,213.62
PV-Anlage,28.03.2024 08:00:00,30.08,2097,6.0,19.96,4.12,1434.87,2794.28,61.37,64,279,87,-980.85,470.2
PV-Anlage,28.03.2024 09:00:00,19.2,2098,9.21,1.49,8.5,1441.33,3307.57,4.63,49,727,80,-413.81,69.44
PV-Anlage,28.03.2024 10:00:00,12.38,2099,7.42,0.89,4.07,395.27,1146.05,37.06,96,498,67,-1474.2,388.92
